,isocode,year,month,ons_armedconf12_pred_jut,ons_armedconf12_pred_top,ons_armedconf12_pred_aug
241,DZA,2000,1,0.9195298738464004,0.4245973167379173,0.8405820497671602
242,ECU,2000,1,0.0794833670625326,0.2544661532788157,0.069847612850924
243,EGY,2000,1,0.3659945277843795,0.2404913258149391,0.3345414958932947
244,ERI,2000,1,0.4371274115022999,0.5204323832399205,0.5381037016938501
245,ESP,2000,1,0.0505393537539908,0.3410782643533072,0.1177777204363184
246,EST,2000,1,0.0597949435814268,0.0199832876756085,0.0165832498687408
247,ETH,2000,1,0.9430383827826148,0.6389789239389203,0.897044529441377
248,FIN,2000,1,0.0374744492148902,0.0132903792825449,0.0065833845288252
249,FJI,2000,1,0.0266565695673828,0.0600207355232786,0.0326475521210636
250,FRA,2000,1,0.0318491497507675,0.0336645320573072,0.0134725766660654
252,GAB,2000,1,0.0459079683293275,0.0705639632673364,0.0470117724620711
253,GBR,2000,1,0.0464344234544688,0.1357131354113525,0.055333934153768
254,GEO,2000,1,0.2652848398719218,0.3290102848782506,0.2428139099911422
255,GHA,2000,1,0.0866241621346335,0.1441137064955342,0.0975150503255376
256,GIN,2000,1,0.7487597897812354,0.3812658839925743,0.7429048590081626
257,GMB,2000,1,0.0373975612448438,0.085589232801229,0.0560523574441194
258,GNB,2000,1,0.4079533279470154,0.2290993738433138,0.5181148471922145
259,GNQ,2000,1,0.0417112821912761,0.1045421189911248,0.0489101024560975
260,GRC,2000,1,0.0346257660815438,0.1115231216411607,0.0181144777416574
261,GRD,2000,1,0.0105320904708653,0.0135955404040628,0.0118160556515224
262,GTM,2000,1,0.1699103853198811,0.2039562389216523,0.1305033482773993
263,GUY,2000,1,0.0267496719285763,0.0194366777673131,0.0139370650460428
264,HND,2000,1,0.4890054377528304,0.1027874744526313,0.4292918666641106
265,HRV,2000,1,0.0569668004379009,0.0838877846935453,0.0856100850589759
266,HTI,2000,1,0.3586789647537874,0.3018190162114817,0.411261410382865
267,HUN,2000,1,0.0346257660815438,0.1027758263821275,0.0239250007548867
268,IDN,2000,1,0.7415123083407096,0.5485692987709114,0.7543676402037583
269,IND,2000,1,0.6181175199913808,0.3595059341477963,0.6088340168221126
270,IRL,2000,1,0.0394380580499618,0.1432773730275953,0.0311035065811512
271,IRN,2000,1,0.1737863451711387,0.2787425657882763,0.2407893335399996
272,IRQ,2000,1,0.8673588193295942,0.3668001283016066,0.7899169697296649
273,ISL,2000,1,0.0105320904708653,0.0132360855784121,0.0081889604452156
274,ISR,2000,1,0.4342456659494103,0.3036814301011736,0.3468057493234019
275,ITA,2000,1,0.0242435685256242,0.0272048221041783,0.0096679082301313
276,JAM,2000,1,0.0824817541899992,0.0603718251972011,0.0509362946358371
277,JOR,2000,1,0.0407535016156024,0.0801247640099501,0.0364816161463049
278,JPN,2000,1,0.0354682431773545,0.0421833376000899,0.0095574365363887
279,KAZ,2000,1,0.0506867091486607,0.0475034725409632,0.0231124070798693
280,KEN,2000,1,0.8222670633393513,0.4281387109111319,0.7925534279572405
281,KGZ,2000,1,0.4318381805172182,0.3628666330594208,0.505019377887224
282,KHM,2000,1,0.3691824294246064,0.2893603586811651,0.3213605827973137
283,KIR,2000,1,0.0105320904708653,0.0174702282741114,0.0105859971371259
284,KNA,2000,1,0.0105320904708653,0.014862720105979,0.0181759371319847
285,KOR,2000,1,0.0358943232537175,0.0665878766645052,0.0153533357303335
286,KWT,2000,1,0.0633403743871915,0.1630185187077949,0.0831028756110941
287,LAO,2000,1,0.2983896678328198,0.1189349401751893,0.3189305309769429
288,LBN,2000,1,0.8020498833355973,0.4722902099065624,0.7812991486609815
289,LBR,2000,1,0.8406951647630072,0.4539835797759678,0.8436078970278228
290,LBY,2000,1,0.0368562494400446,0.2171896417209427,0.058131082327832
291,LCA,2000,1,0.0105320904708653,0.0158302599320895,0.0114013579444278
293,LKA,2000,1,0.949674013571668,0.5800783713387759,0.8930837584646806
294,LSO,2000,1,0.242050584313054,0.3216269753497959,0.313637231131275
295,LTU,2000,1,0.0544071868617204,0.0423738668244347,0.0162355760467777
296,LUX,2000,1,0.0246554512983044,0.0074407897371214,0.0068321444953029
297,LVA,2000,1,0.0364325641477642,0.0416212837549404,0.0187391755780455
298,MAR,2000,1,0.0450483702048237,0.2414329980979433,0.0599228606471585
300,MDA,2000,1,0.0591255958837565,0.060645425223209,0.0497075354551771
301,MDG,2000,1,0.0346731697980454,0.1359504406405059,0.0291685194660807
302,MDV,2000,1,0.0105320904708653,0.0044323581030508,0.006492248259739
303,MEX,2000,1,0.0525335884757556,0.0920992638442083,0.0541482707743265
304,MHL,2000,1,0.0105320904708653,0.0192489455189163,0.0127119507983322
305,MKD,2000,1,0.517931034735237,0.345099604163521,0.5500622208130718
306,MLI,2000,1,0.6844201542161764,0.1063807379148017,0.6099383612864896
307,MLT,2000,1,0.0243251869622824,0.0185526232938783,0.0155151725124088
308,MMR,2000,1,0.8912235584130013,0.5357149362160647,0.8608200319877082
309,MNG,2000,1,0.0587781935185781,0.0396778471303268,0.0229052037106636
310,MOZ,2000,1,0.0487406890689395,0.3013446499729764,0.0889470122447311
311,MRT,2000,1,0.0560372704821806,0.1458460024092979,0.0622756569989895
312,MUS,2000,1,0.0458744485489838,0.0847989439156981,0.043081811359874
313,MWI,2000,1,0.0349397200627759,0.1882878675214257,0.0656628201138209
314,MYS,2000,1,0.0237777807231108,0.1891242135987223,0.0440900871297996
315,NAM,2000,1,0.6615736862276593,0.3402733585181289,0.6953667470650953
316,NER,2000,1,0.3915155382393588,0.3627661347046335,0.3685809844915985
317,NGA,2000,1,0.8058706694880946,0.4924857807422247,0.7455201188536059
318,NIC,2000,1,0.0356963520536106,0.1198643018910023,0.0607460239692714
319,NLD,2000,1,0.0242965940182798,0.0309842817585124,0.0123757863983844
320,NOR,2000,1,0.0395677670091077,0.0515481182963525,0.0159345530140255
321,NPL,2000,1,0.7850568438979105,0.3164628515654134,0.779664502049367
323,NZL,2000,1,0.0395303671077881,0.0154403482607174,0.0066340283934265
324,OMN,2000,1,0.0342851515233007,0.147893209827722,0.0520024367126197
325,PAK,2000,1,0.1992123351492068,0.3988707241553607,0.2783171333233892
326,PAN,2000,1,0.0434422547778336,0.0545229224405389,0.0175867184333604
327,PER,2000,1,0.7186381714036801,0.2087144214241733,0.5949287061157902
328,PHL,2000,1,0.7410531003687265,0.3599270165326758,0.7362147068897624
329,PLW,2000,1,0.0105320904708653,0.0253171314536943,0.016376329666281
330,PNG,2000,1,0.6874744474556774,0.2156023466121031,0.6470443029699204
331,POL,2000,1,0.0245069930443678,0.1215581621628303,0.0327959523828922
332,PRK,2000,1,0.0354187231299866,0.0804073461556942,0.0170370353529079
333,PRT,2000,1,0.0346257660815438,0.0764981248774863,0.0184889195277771
334,PRY,2000,1,0.0267599237541279,0.2834063519092963,0.0446956058560815
335,QAT,2000,1,0.0417112821912761,0.0457371211242218,0.0238439411915837
336,ROU,2000,1,0.0245252539536839,0.1282941668359914,0.0403726375182812
337,RUS,2000,1,0.8433054327004617,0.4032719400795667,0.7354423662416735
338,RWA,2000,1,0.8352734926074272,0.666695039681758,0.8377392418857947
339,SAU,2000,1,0.0301125527115913,0.1471671247903096,0.0463687036288407
340,SDN,2000,1,0.9477834730878628,0.4976886626101598,0.8789749308884713
341,SEN,2000,1,0.5825676397392716,0.4064118824840759,0.6065778942906457
342,SGP,2000,1,0.0395303671077881,0.0199470658301712,0.0127631371289264
343,SLB,2000,1,0.0413779887589795,0.179631017466408,0.0706205810451661
344,SLE,2000,1,0.8481104981764016,0.5902895330807902,0.8627869595806312
345,SLV,2000,1,0.0414401908492847,0.2024397357049575,0.0717582537856657
347,SOM,2000,1,0.9242521316345316,0.6277525298468225,0.8909573511624036
348,STP,2000,1,0.0105320904708653,0.0289239996732689,0.0226360326451584
349,SUR,2000,1,0.0177324349407409,0.0777138790143056,0.034172562261911
350,SVK,2000,1,0.0575981205755103,0.0395799354231557,0.016232029439193
351,SVN,2000,1,0.0617285875778005,0.0352574804812882,0.0229749686537705
352,SWE,2000,1,0.0346257660815438,0.0073106278410308,0.0067047755174593
353,SWZ,2000,1,0.0287117305094403,0.0915853594351793,0.0342886917656235
354,SYC,2000,1,0.0105320904708653,0.0112225528676972,0.0089564746742638
355,SYR,2000,1,0.0233450144445336,0.168489324362284,0.0284428841246767
356,TCD,2000,1,0.8906825392601092,0.3305293509240479,0.7854461398898928
357,TGO,2000,1,0.1789978754252244,0.3431783438443628,0.2414312164232658
358,THA,2000,1,0.0876490068402323,0.3278463697696355,0.10216275573588
359,TJK,2000,1,0.5951556080963979,0.3961176179901978,0.6042310308361432
360,TKM,2000,1,0.0531755755929485,0.040960623198938,0.0210889366941846
361,TON,2000,1,0.0105320904708653,0.0406075973802517,0.0217619430170216
362,TTO,2000,1,0.0571098924935985,0.0210046632787469,0.0331757487486797
363,TUN,2000,1,0.022348444407322,0.1149755348382312,0.0422773940556217
364,TUR,2000,1,0.8532127480175382,0.3632165235477695,0.8012725468113833
366,TWN,2000,1,0.0354187231299866,0.0700010469210119,0.0159982032762093
367,TZA,2000,1,0.0631197833867448,0.4978872815977755,0.0935244669002585
368,UGA,2000,1,0.9143222226877924,0.6450706933421562,0.8768238312009429
369,UKR,2000,1,0.0508430917099391,0.1219292005434938,0.0355263015986304
370,URY,2000,1,0.0195267780979389,0.0164958373021292,0.0169819834018881
371,USA,2000,1,0.0354682431773545,0.1057657230131651,0.0205587389957514
372,UZB,2000,1,0.4685484306111235,0.252274902834895,0.4848983870277746
373,VCT,2000,1,0.0105320904708653,0.0261451146187379,0.0222735411258647
374,VEN,2000,1,0.3725428025093891,0.2066807743713704,0.3548454731252592
375,VNM,2000,1,0.0354618370274506,0.0387427491568911,0.016530684712273
376,VUT,2000,1,0.0105320904708653,0.0308785279506503,0.022379762369755
377,WSM,2000,1,0.0105320904708653,0.0121731414381431,0.0096787969559022
379,YEM,2000,1,0.0467118727499426,0.2604032003715123,0.0840689871320977
380,YUG,2000,1,0.6600602488880886,0.214102856830278,0.6153236714760107
381,ZAF,2000,1,0.5061572016333175,0.234348270334102,0.3547669905139492
382,ZMB,2000,1,0.0942335923115757,0.5677688522659555,0.2223980872196536
383,ZWE,2000,1,0.1156402484049831,0.1981857206064836,0.12618749046753
384,AFG,2000,2,0.9504914639151496,0.6314105174521116,0.8869862697491437
385,AGO,2000,2,0.9312596102888796,0.628234818845022,0.8815548898952503
386,ALB,2000,2,0.239058236280954,0.4961489466305536,0.3553959512763134
388,ARE,2000,2,0.0476326625851711,0.1390244557783108,0.0524525873097634
389,ARG,2000,2,0.0542142410269778,0.0827589471718035,0.0297957770541796
390,ARM,2000,2,0.0681597788332651,0.0413214654578024,0.0462612471025855
391,ATG,2000,2,0.0086794693336837,0.0168988604030196,0.0123658987854859
392,AUS,2000,2,0.0374638406598878,0.0420557787448999,0.0091538773573827
393,AUT,2000,2,0.0371841410628456,0.0791109338295154,0.0204561478226036
394,AZE,2000,2,0.6333712177428354,0.2363357944172329,0.6194630230547105
395,BDI,2000,2,0.9397146412374844,0.7103555435546212,0.9188510039193624
396,BEL,2000,2,0.0370784225610738,0.0194190789004948,0.0104638265164085
397,BEN,2000,2,0.0376530138670896,0.4634781854756113,0.1275309785878881
398,BFA,2000,2,0.0243389202860631,0.2759961619778691,0.067983855620922
399,BGD,2000,2,0.0645475112005364,0.374819472410619,0.1351288963995373
400,BGR,2000,2,0.0371841410628456,0.099331488068269,0.0330816691830329
401,BHR,2000,2,0.0418169800125667,0.0633637260737136,0.0333402934274111
402,BHS,2000,2,0.0127304784661989,0.0141298311388907,0.0124770202572992
403,BIH,2000,2,0.0672524673304776,0.2981384580375184,0.1233361057492844
404,BLR,2000,2,0.0543700780852731,0.1290156421818603,0.0378882407626523
405,BLZ,2000,2,0.0127304784661989,0.0140762555886715,0.0100174954145326
406,BOL,2000,2,0.5364395510118013,0.0949632065804764,0.4987643866785877
407,BRA,2000,2,0.1771828252360349,0.0593572543552398,0.1468366629287159
408,BRB,2000,2,0.0127304784661989,0.0201260992824199,0.0140312833263186
409,BRN,2000,2,0.0266513110231139,0.035396277543189,0.0200999272153791
410,BTN,2000,2,0.1063780459012796,0.117037677220304,0.1016539626179545
411,BWA,2000,2,0.0586987310568924,0.1056673153504791,0.0733610447149176
412,CAF,2000,2,0.4503586579422755,0.3611501820425223,0.5232675644263574
413,CAN,2000,2,0.2806932816966431,0.0639726403955259,0.1851804306732097
414,CHE,2000,2,0.0376530138670896,0.0099260313342864,0.007833772831159
415,CHL,2000,2,0.0188097904659806,0.0841653503242293,0.02029359798907
416,CHN,2000,2,0.0308554754040884,0.0884342779984498,0.0238311935271089
417,CIV,2000,2,0.0553294869246626,0.395375678143969,0.0984909865559534
418,CMR,2000,2,0.3109301833041841,0.2431628484267336,0.2482858129949552
419,COD,2000,2,0.9523339837710468,0.7134163313279915,0.9183837386931312
420,COG,2000,2,0.8105388284591085,0.4803268819245612,0.8102292482718575
421,COL,2000,2,0.910806853958528,0.4811657927545764,0.8191369106595013
422,COM,2000,2,0.2446274761843364,0.2452518947135681,0.3106168254014417
423,CPV,2000,2,0.0255134182037974,0.0659529768370835,0.0206557258536821
424,CRI,2000,2,0.0422472647692935,0.0278019087923195,0.0178973097017194
425,CUB,2000,2,0.0371716004603412,0.0468461489762214,0.012092304469422
426,CYP,2000,2,0.0417543617250689,0.0623691712595023,0.0253100339565677
427,CZE,2000,2,0.0605842986881577,0.0366151266182026,0.0121741883158949
428,DEU,2000,2,0.0356264894095693,0.0235556954019011,0.0119244702665177
429,DJI,2000,2,0.4332773203671364,0.2050665023873074,0.499169481836061
430,DMA,2000,2,0.0127304784661989,0.0134701227202679,0.0081879679630101
431,DNK,2000,2,0.0399286706522959,0.0272833026534798,0.0127004901974543
432,DOM,2000,2,0.0369863323916727,0.0503803168746889,0.0205295452491203
433,DZA,2000,2,0.912839284169132,0.3303366474426955,0.82635948395231
434,ECU,2000,2,0.0850989086542627,0.2425507124084964,0.0624929498371978
435,EGY,2000,2,0.3626227632393614,0.2375880039561708,0.3144937813097141
436,ERI,2000,2,0.4346065797385144,0.5306558968152689,0.5355158812431791
437,ESP,2000,2,0.0513252869965295,0.3563518611229851,0.1172222821826838
438,EST,2000,2,0.0628727461413539,0.0195615577626692,0.0190436395614782
439,ETH,2000,2,0.9383582766603832,0.6142601673134763,0.8710149410452814
440,FIN,2000,2,0.0399286706522959,0.0150189841596762,0.0084904153551403
441,FJI,2000,2,0.0262401804572859,0.0471849477721338,0.0269498086621636
442,FRA,2000,2,0.0341056301689069,0.034990339018017,0.0150320097741402
444,GAB,2000,2,0.0482405117633729,0.0725583570820745,0.0436177278182322
445,GBR,2000,2,0.0462356954873171,0.1388523298509059,0.0502334273771923
446,GEO,2000,2,0.2561628898682421,0.3177514492845121,0.2399195708247765
447,GHA,2000,2,0.0908126878118433,0.1238466391443688,0.0881007439018202
448,GIN,2000,2,0.7461803154753154,0.4440997248178248,0.7410951791495953
449,GMB,2000,2,0.0349070881981971,0.0508790362842148,0.0348223377673159
450,GNB,2000,2,0.4042391710287416,0.2292100659525811,0.5315557091405552
451,GNQ,2000,2,0.0418169800125667,0.1009363673603199,0.0475689985079045
452,GRC,2000,2,0.0370784225610738,0.1031428364418051,0.0186617581551238
453,GRD,2000,2,0.0127304784661989,0.0185393978564926,0.0100874401339401
454,GTM,2000,2,0.1507142687491419,0.2583391818648557,0.1331036241495912
455,GUY,2000,2,0.0262401804572859,0.0165569481284896,0.0131565034102279
456,HND,2000,2,0.4722435501661813,0.0926087670095079,0.4207935576945302
457,HRV,2000,2,0.0581877317317376,0.0875672995935611,0.0836524148860764
458,HTI,2000,2,0.3631795360937426,0.2726372252487615,0.4014936437044057
459,HUN,2000,2,0.0370784225610738,0.0933544515497134,0.0292032161721564
460,IDN,2000,2,0.7576953401208807,0.5577901437285709,0.7384675216923273
461,IND,2000,2,0.6071790342694174,0.3376236362482069,0.5926673008050724
462,IRL,2000,2,0.0425746141782044,0.1569514039977801,0.0382622921971215
463,IRN,2000,2,0.1785967948256538,0.280774989532641,0.2399606282188211
464,IRQ,2000,2,0.7968223125834274,0.358987592626607,0.7471613644481248
465,ISL,2000,2,0.0127304784661989,0.0147899538706145,0.0083199592052877
466,ISR,2000,2,0.4273570648595989,0.3096281254853568,0.3547814675166743
467,ITA,2000,2,0.0242086840252895,0.0303829943473173,0.0112881422267993
468,JAM,2000,2,0.0858317174794036,0.0637180639692626,0.0519573317381842
469,JOR,2000,2,0.0417743636826284,0.0748767289642485,0.0396872305197852
470,JPN,2000,2,0.0373479951899544,0.0482985918883177,0.0110099521479656
471,KAZ,2000,2,0.0547583877472165,0.0571769298248054,0.0285535192374041
472,KEN,2000,2,0.8422353227434303,0.4152365979866372,0.7708218045150641
473,KGZ,2000,2,0.4143817495519368,0.3250822196246829,0.4762555642040705
474,KHM,2000,2,0.4217953967641888,0.2870775551678396,0.38709407588821
475,KIR,2000,2,0.0127304784661989,0.0617659481657996,0.0264885068062254
476,KNA,2000,2,0.0127304784661989,0.0177867973616464,0.0174282248321802
477,KOR,2000,2,0.0375722476816487,0.0674868568270001,0.0139325192894949
478,KWT,2000,2,0.0690174938733961,0.1173883762689992,0.0770146114139856
479,LAO,2000,2,0.2432516882284549,0.05354974992973,0.2362421997578166
480,LBN,2000,2,0.8076277483589613,0.4668634997049536,0.7727830584545905
481,LBR,2000,2,0.8420674722213758,0.4057588649406169,0.8421550528813843
482,LBY,2000,2,0.0399286706522959,0.202458109835279,0.0535434695619084
483,LCA,2000,2,0.0127304784661989,0.0165347831053335,0.0116079525196249
485,LKA,2000,2,0.947842927113003,0.5304865518374249,0.8846859966295721
486,LSO,2000,2,0.2448366885994439,0.2884396074720007,0.3073689096789345
487,LTU,2000,2,0.0590772816845282,0.0368196394476666,0.0193834496790239
488,LUX,2000,2,0.0255134182037974,0.0073458379263028,0.0083887307647083
489,LVA,2000,2,0.0323150744980862,0.0504425631680602,0.0220322365330913
490,MAR,2000,2,0.0452905591117329,0.2370500760017224,0.056301143595938
492,MDA,2000,2,0.0572419647142286,0.0488697418014632,0.048162038870517
493,MDG,2000,2,0.0366122893581763,0.2675627561135458,0.0440262168622504
494,MDV,2000,2,0.0127304784661989,0.0048247856349615,0.0069973810724183
495,MEX,2000,2,0.0532049473101899,0.1154349066120476,0.0515109053481061
496,MHL,2000,2,0.0127304784661989,0.0239216636613607,0.0145907295695552
497,MKD,2000,2,0.5094736837818187,0.3502195153285752,0.5390654408918839
498,MLI,2000,2,0.6575258679312073,0.1176850631273876,0.5998767231327812
499,MLT,2000,2,0.0250943494509964,0.0181098564600571,0.0167130097951171
500,MMR,2000,2,0.8700544712695052,0.5275856281142063,0.8417446901629189
501,MNG,2000,2,0.055971939912684,0.0338486016232496,0.0214219486611895
502,MOZ,2000,2,0.0530437508735063,0.2885311085789083,0.1041039638578639
503,MRT,2000,2,0.0533916162456659,0.1410839203668576,0.0650480965657434
504,MUS,2000,2,0.0482314102587976,0.0881483006789462,0.0469628460686186
505,MWI,2000,2,0.0374172673590911,0.134248103911253,0.0625722376386732
506,MYS,2000,2,0.0254116879853922,0.1874114177565397,0.0432559031161139
507,NAM,2000,2,0.695530305494537,0.3630069104543069,0.7183711745201666
508,NER,2000,2,0.3905881815836726,0.3630423358092862,0.3736275694461745
509,NGA,2000,2,0.8316599319521809,0.5070869021693143,0.7563704851039567
510,NIC,2000,2,0.0363728880294833,0.1775804982149499,0.0852661390339502
511,NLD,2000,2,0.0242586628250102,0.0314355652605052,0.0152778887655362
512,NOR,2000,2,0.0424119013946684,0.0679141109937911,0.0188752693565796
513,NPL,2000,2,0.8205603974630898,0.4048844440704006,0.7897660672288386
515,NZL,2000,2,0.0422472647692935,0.0140161274720822,0.0071970546202373
516,OMN,2000,2,0.0312678484756226,0.1625704839465777,0.0470001108349813
517,PAK,2000,2,0.2029291103515934,0.3801151768043717,0.2607331683815663
518,PAN,2000,2,0.0354653209194524,0.0516304173241687,0.0177884995491956
519,PER,2000,2,0.7267482228825305,0.2612714188341751,0.6167311361980669
520,PHL,2000,2,0.8377396021286222,0.4466807320270582,0.8008526579325329
521,PLW,2000,2,0.0127304784661989,0.0277920620320549,0.018131587239361
522,PNG,2000,2,0.6723698021360163,0.2249585959902457,0.6187151085900543
523,POL,2000,2,0.0244329365169838,0.1124743579690513,0.034893222697153
524,PRK,2000,2,0.0375133580585324,0.0752044476794164,0.0156701018839166
525,PRT,2000,2,0.0370784225610738,0.0504385479756001,0.0135135121822033
526,PRY,2000,2,0.0262872944530607,0.2874169238125973,0.0506651646795534
527,QAT,2000,2,0.0418701361587461,0.0397523980404903,0.0262639770531537
528,ROU,2000,2,0.0244776325314415,0.07570908912104,0.0330017919469604
529,RUS,2000,2,0.8560983998599462,0.3974031264431159,0.7370369098522577
530,RWA,2000,2,0.815643109051485,0.6578726755071187,0.841060987050297
531,SAU,2000,2,0.0296496300865316,0.1480614331913605,0.0466606274794977
532,SDN,2000,2,0.9380164924100892,0.4874208303892113,0.8682262933412851
533,SEN,2000,2,0.678683317351713,0.3888536464402704,0.6570707801941119
534,SGP,2000,2,0.0422472647692935,0.0149189711308849,0.0147945809256161
535,SLB,2000,2,0.042836962736997,0.1690526493995866,0.0729772395691949
536,SLE,2000,2,0.847312501615614,0.595082946287164,0.8702660800723058
537,SLV,2000,2,0.0399129203764141,0.2166062830672018,0.0769424078012446
539,SOM,2000,2,0.9233390378765682,0.6577296663280482,0.8847586428911245
540,STP,2000,2,0.0127304784661989,0.0414607467885016,0.0296822724223652
541,SUR,2000,2,0.0178998908688061,0.0765519073691367,0.0340442698303238
542,SVK,2000,2,0.062351355812344,0.043220252217953,0.0202302027125323
543,SVN,2000,2,0.0649344179535637,0.0334693388070339,0.0226975328434142
544,SWE,2000,2,0.0369863323916727,0.0154778687070391,0.0094789830978411
545,SWZ,2000,2,0.0279932440640043,0.0699701082878785,0.0399583460826557
546,SYC,2000,2,0.0127304784661989,0.0146669121363769,0.0091669012610115
547,SYR,2000,2,0.025179630904208,0.1418626734802277,0.0328474166153029
548,TCD,2000,2,0.8980923963885848,0.5071629281371681,0.8568094406393731
549,TGO,2000,2,0.163050277579994,0.345373507848989,0.2391610167629377
550,THA,2000,2,0.0912226199170198,0.3008380825578822,0.0959187027269105
551,TJK,2000,2,0.5802436304734164,0.3415118834724571,0.5415049686188408
552,TKM,2000,2,0.0587086519272131,0.0427557217490792,0.0237622960806944
553,TON,2000,2,0.0127304784661989,0.0420256178178206,0.0253766590272867
554,TTO,2000,2,0.0549644305848103,0.0229281416749522,0.0290567120490203
555,TUN,2000,2,0.0244455043528321,0.105698588752536,0.0328876657919722
556,TUR,2000,2,0.8077825221864605,0.3832603981496835,0.7568284286988801
558,TWN,2000,2,0.0376181414057698,0.0871325104333188,0.0177050506704277
559,TZA,2000,2,0.0663281838400808,0.4665242764429248,0.0979032666437168
560,UGA,2000,2,0.9087772932134766,0.6414541198072644,0.8629944609355269
561,UKR,2000,2,0.054916539321997,0.1147545963448455,0.0349330998462851
562,URY,2000,2,0.0206466057738959,0.0180336697783866,0.0164215246803862
563,USA,2000,2,0.0373479951899544,0.112108771584772,0.0207399408686479
564,UZB,2000,2,0.4469317081687645,0.249049783413392,0.4788347198000083
565,VCT,2000,2,0.0127304784661989,0.0269353044822529,0.0255234513744622
566,VEN,2000,2,0.3695782053951928,0.2100533887768113,0.3338058457958742
567,VNM,2000,2,0.0373479951899544,0.0409630544300565,0.0176669140088128
568,VUT,2000,2,0.0127304784661989,0.0440818461404317,0.0263453456961109
569,WSM,2000,2,0.0127304784661989,0.0131296494011963,0.0099638836076482
571,YEM,2000,2,0.0486398856520835,0.2461314421827426,0.0870383987629768
572,YUG,2000,2,0.6408986161846152,0.2578361538616799,0.5953267808925287
573,ZAF,2000,2,0.4811984676331567,0.1945245563926784,0.3112168010889177
574,ZMB,2000,2,0.0974624771812869,0.5608841916297298,0.2231467014193518
575,ZWE,2000,2,0.1155177748726589,0.1626584295117217,0.1221845197175313
